premise	hypothesis	span_similarity	sentence_similarity
{{4 dead after boat capsizes off Florida coast}}	{{8 dead after heavy rains on island of St Vincent}}	1	1
{{6.3-magnitude quake hits Honshu, Japan: CENC}}	{{Magnitude-6.0 quake jolts Santa Cruz Islands: CENC}}	1	1
{{American investigators waiting to question arrested Boston bomber}}	{{Police converge on street in search for Boston bomb suspect}}	1	1
{{10 dead, five injured in SW China road accident}}	{{1 dead, 39 injured in E China road accident}}	1	1
{{Singapore stocks end up 0.26 percent}}	{{Singapore stocks end up 0.11 pct}}	1	1
{{Pictures of the day: 7 August 2013}}	{{Picture of the Day}}	1	1
{{Egypt to hold presidential elections before parliamentary polls}}	{{Egypt's interim president swears in new Cabinet}}	1	1
Afghan legislators approve {{new election law}} 	Afghan president approves {{new electon law}} 	0	0
{{South Africans Mourn as Mandela Buried}}	{{South Africa holds state funeral for Mandela}}	1	1
{{Costa Concordia captain to be tried for manslaughter}}	{{Costa Concordia survivors detail experience one year later}}	1	1
{{Death toll in Colorado floods rises to four}}	{{Thousands told to evacuate in Colorado flooding}}	1	1
{{17 killed, 133 wounded in bomb attacks in northern Iraq}}	{{15 killed, 90 wounded in fresh attacks in Iraq}}	1	1
{{Cyprus bailout remarks alarm markets}}	{{Why Cyprus bailout is nothing more than usual euro nonsense}}	1	1
{{Egypt shuts down Muslim Brotherhood newspaper}}	{{Egypt: Muslim Brotherhood deputy head arrested}}	1	1
{{` Large and extremely dangerous' tornado heads towards Oklahoma City}}	{{Mom and baby among five killed as tornadoes rake Oklahoma City area}}	1	1
{{Palestinian president assigns academic to form West Bank gov' t}}	{{Palestinian president wants Israelis to talk peace}}	1	1
{{Residents return to Texas blast site}}	{{Residents return to Fallujah}}	1	1
Singapore stocks close 0.44 pct {{lower}} 	Singapore stocks close 0.5 pct {{higher}} 	0	0
{{Chinese shares close lower on Wednesday}}	{{China stocks close lower on Friday}}	1	1
{{Owners, others charged in Bangladesh factory fire}}	{{50 survivors found in Bangladesh factory}}	1	1
{{Voting canceled in three provinces in tense Thai election}}	{{Cambodian opposition rejects Hun Sen election win}}	1	1
{{Egypt court orders Mubarak release}}	{{Egypt court turns down Mubarak's release request}}	1	1
{{Bomb blast kills 10 in southwest Pakistan}}	{{Major quake kills 39 in Pakistan}}	1	1
{{Egyptians vote on Islamist-backed constitution}}	{{` Judge at polls directs voters on Egypt constitution vote'}}	1	1
{{Morsi supporters clash with riot police in Cairo}}	{{Protesters clash with riot police in Kiev}}	1	1
{{Typhoon survivors raid Philippine stores}}	{{Typhoon Bopha kills 15 in S. Philippines}}	1	1
{{Five dead, 40 missing in Canada train disaster}}	{{8 dead, 11 missing in SW China landslide}}	1	1
{{At Least 66 Killed in Bomb Blasts in Iraq}}	{{At Least 47 Killed In Baquba Blasts}}	1	1
{{Iran earthquake death toll rises}}	{{Algeria hostage death toll rises}}	1	1
{{Maldives team in India to observe an election}}	{{Testimony in trial of former FM Liberman begins}}	1	1
{{China detains city workers after fruit seller dies}}	{{Napthine takes the reins after Baillieu's leadership crumbles}}	1	1
{{Israel agrees to release Palestinian prisoners}}	{{Israel releases 26 more Palestinian prisoners}}	1	1
{{Three dead in US marathon bomb}}	{{Taliban denies involvement in Boston marathon bombing}}	1	1
{{US Senator McCain meets opposition leaders in Ukraine}}	{{SFG meeting reviews situation in Mali}}	1	1
{{Tens of Thousands of Ukrainians Protest in Kyiv}}	{{Tens of thousands line up to cast votes in Bhutan}}	1	1
{{Obama pledges to reignite economy}}	{{Obama to press Congress to act on economy}}	1	1
{{Pak missions in UAE gear up for elections}}	{{Islamist parties in Egypt unite for elections}}	1	1
{{Police question man in deadly LA boardwalk crash}}	{{Police arrest suspect in deadly LA driving attack}}	1	1
{{A cat standing on tree branches.}}	{{A black and white cat is high up on tree branches.}}	1	1
{{A large boat in the water at the marina.}}	{{A large boat on the sea.}}	1	1
{{A passenger train waiting in a station.}}	{{A passenger train sits in the station.}}	1	1
{{An Apple computer sitting on the floor.}}	{{A Macintosh computer sitting on the floor.}}	1	1
{{A jockey riding a horse.}}	{{A jockey riding a horse in a pen.}}	1	1
{{A woman riding a brown horse.}}	{{A young girl riding a brown horse.}}	1	1
{{A man sleeps with a baby in his lap.}}	{{A man asleep in a chair holding a baby.}}	1	1
{{A black dog standing in front of yellow flowers.}}	{{A black dog standing in a field.}}	1	1
{{sheep standing in afield.}}	{{A sheep grazing in a field.}}	1	1
{{A dark brown horse standing in a field.}}	{{A brown horse stands in a lush green field.}}	1	1
{{A group of people sitting around a table with food on it.}}	{{A group of people sit around a table with food and beer.}}	1	1
{{A brown horse stands in a lush green field.}}	{{A brown horse in a green field.}}	1	1
{{An elderly woman stands in a kitchen with two cats at her feet.}}	{{The old lady is standing in the kitchen with two cats at her feet.}}	1	1
{{Red double decker bus driving through the streets.}}	{{Double decker passenger bus driving with traffic.}}	1	1
{{A man sitting in a cluttered room.}}	{{A man lies in a bed in a cluttered room.}}	1	1
{{Black cow walking under trees in pasture.}}	{{Cow walking under the tree in a pasture.}}	1	1
{{A smiling woman with a beer sitting outside with another smiling woman.}}	{{Two women sitting outside laughing.}}	1	1
{{a woman with a big necklace.}}	{{A young woman with a black top and a necklace.}}	1	1
{{Brown and white cow standing in grass at side of road.}}	{{A brown and white cow standing in a grassy area with trees behind.}}	1	1
{{A jockey riding a horse in a pen.}}	{{A jockey rides a horse at a gallop.}}	1	1
{{A person wearing a helmet rides a bike near a white structure.}}	{{A person wearing a bike helmet rides a bike on a path through trees.}}	1	1
{{Group of horses grazing in grassy field.}}	{{A group of horses grazing in a field.}}	1	1
{{A young blonde girl wearing a helmet sits with a red bicycle behind her.}}	{{A young girl wearing a bike helmet with a bicycle in the background.}}	1	1
{{A striped cat laying down on a bag of cat litter.}}	{{Domestic cat laying on back of cat litter.}}	1	1
{{Five birds stand on the snow.}}	{{Several cardinals stand in the snow.}}	1	1
{{A woman posing by a pillar with a U2 sign.}}	{{a woman is standing by a pillar where `` u2'' is written.}}	1	1
{{A red moped parked on a sidewalk in front of graffiti.}}	{{The red scooter is sitting on the street in front of the building.}}	1	1
{{Two dogs and one cat sitting on couch.}}	{{Two dogs and a cat resting on a couch.}}	1	1
{{One Asian and one occasion woman in glasses smiling with their thumbs up.}}	{{Two women are posing for the camera and giving the thumbs up sign.}}	1	1
{{Two mountain goats grazing in front of an alpine lake.}}	{{Two animals grazing next to a mountain, and a body of water.}}	1	1
{{A passenger train waiting in a station.}}	{{A passenger train waiting at the city train station.}}	1	1
{{A bicycle is parked by a shop.}}	{{A bicycle is parked outside a bookstore.}}	1	1
{{A orange and white cat laying on a blanket in a black leather chair.}}	{{A ginger and white cat curled up and asleep on a leather chair.}}	1	1
{{Black train on train tracks.}}	{{A train on the train tracks.}}	1	1
{{Young couple sitting on a black couch.}}	{{Young couple sitting on couch.}}	1	1
{{A couple posing for a picture on a couch.}}	{{Young couple sitting on couch.}}	1	1
{{Red double decker bus.}}	{{Red double decker bus with hood up.}}	1	1
{{A group of people sitting at a restaurant table.}}	{{A group of people sitting around a table with food on it.}}	1	1
{{a dog napping under a small table.}}	{{A dog sleeping under a table.}}	1	1
{{A boat with four sails is sailing on water.}}	{{Sail boat sailing on the water.}}	1	1
{{A smiling woman holding a small baby.}}	{{Two smiling women holding a baby.}}	1	1
{{Red double decker bus on side of street.}}	{{A red double decker bus on a city street.}}	1	1
{{Gray cat looking out the window.}}	{{A cat looking out of a window.}}	1	1
{{Two green and white trains sitting on the tracks.}}	{{Two green and white trains are sitting on the train track.}}	1	1
{{A cat looking at the camera.}}	{{A gray, black, and white cat looking at the camera.}}	1	1
{{A gray cat lying on a wooden table.}}	{{A gray cat laying on a dining table.}}	1	1
{{A father napping in a chair with a baby on his lap.}}	{{Man with pink shirt sleeping on chair with infant.}}	1	1
{{Green and white bird perched on tree branch.}}	{{Bird with a green head and white chest perched on a tree branch.}}	1	1
{{A red and white plane flying on a sunny day.}}	{{Red and white plane flying through the air.}}	1	1
{{a woman with a viking hat on.}}	{{Smiling woman sitting wearing a viking hat.}}	1	1
{{A small white cat with glowing eyes standing underneath a chair.}}	{{A white cat stands on the floor.}}	1	1
{{A group of people eat at a table outside.}}	{{Group of elderly people sitting around a table.}}	1	1
{{A bull standing in the field.}}	{{A brown horse stands in a lush green field.}}	1	1
{{A kid jumping a ledge with a bike.}}	{{A black and white cat playing with a blanket.}}	1	1
{{A group of people eat at a table outside.}}	{{A group of elderly people pose around a dining table.}}	1	1
{{A silver and blue Amtrak train on the tracks near a small train station.}}	{{A small white car parked at the gas station.}}	1	1
{{Two cats are looking at a window.}}	{{A white cat looking out of a window.}}	1	1
{{A pitched tent with a horse in the background.}}	{{A black and white lamb with other lambs in the background.}}	1	1
{{A small red and gray bird perched amongst the bare branches of a tree.}}	{{A red and brown bird is perched on branches.}}	1	1
{{A school bus is driving uphill on a rural road.}}	{{A race care driving along a dirt road.}}	1	1
{{Three young women standing in a room together.}}	{{Two Indian women with two Indian girls near the water.}}	1	1
{{A group of sheep in a field.}}	{{A group of horses grazing in a field.}}	1	1
{{Two white cows in a green pasture.}}	{{The tan horse is in the pasture.}}	1	1
{{Two people sitting at a table at a restaurant.}}	{{four people sitting at a table.}}	1	1
{{A women laying across two men sitting on a sofa.}}	{{A man and two women smiling at the camera while sitting on a blue sofa.}}	1	1
{{Black and white cat lying under bush.}}	{{The black and white cat with yellow eyes lounges in the dirt.}}	1	1
{{A tan calf with a yellow tag on his left ear looking at the camera.}}	{{A man with glasses and two plastic bottles in the foreground.}}	1	1
{{The lamb is looking at the camera.}}	{{A cat looking at the camera.}}	1	1
{{A black and white photo of an old train station.}}	{{A black and white photo of a motorcycle laying on the ground.}}	1	1
{{A black and white cat is high up on tree branches.}}	{{Black and white lamb with tag in right ear.}}	1	1
{{An orange tabby cat sleeping on the sofa.}}	{{A man is watching TV on the foot of his bed.}}	1	1
{{A man and small child in a living room posing for the camera.}}	{{A man and woman are posing for the camera.}}	1	1
{{A black vehicle parked with a vies of low-lying mountains.}}	{{A black car parked in the dirt out in the country.}}	1	1
{{The black and white bull is looking at the camera.}}	{{A black and white dog looking at the camera.}}	1	1
{{A living room with a dining table in the background.}}	{{A boy doing a wheelie on a plank with the beach in the background.}}	1	1
{{The flock of sheep are spread out in the field.}}	{{A white cat stands on the floor.}}	1	1
{{Five cows are grazing beside the road.}}	{{Several sheep grazing in the field.}}	1	1
{{A silver bicycle is parked in a living room.}}	{{A bicycle in a dining room.}}	1	1
{{An orange tabby cat sleeping on the sofa.}}	{{Man wearing a bib sitting on a green couch.}}	1	1
{{The men are playing a guitar and having a drink.}}	{{There is a young boy with a red and blue jacket on feeding a sheep.}}	1	1
{{A brown and white dog sits on a floral-patterned chair.}}	{{A small orange and white dog with a collar and a bell relaxes on a flower print pillow.}}	1	1
{{Two sheep on to of a cliff looking at the camera.}}	{{Two sheep are standing, looking at the camera, face opposite directions.}}	1	1
{{A row of locomotives on a siding in a field.}}	{{A dark brown horse standing in a field.}}	1	1
{{A group of river barges with trees in the background.}}	{{A young girl wearing a bike helmet with a bicycle in the background.}}	1	1
{{A cat laying on a red cushion looking at the camera.}}	{{A tan dog lying on a moggie bed looking up at the camera.}}	1	1
{{Four people are rowing a boat near the shore.}}	{{four people are on a boat on green water.}}	1	1
{{Two airplanes in the sky.}}	{{A plane in the sky.}}	1	1
{{There is a small desk and chair in front of the laundry room.}}	{{A room with tan walls and a washer and dryer.}}	1	1
{{World news headlines displayed on a large screen.}}	{{A man dressed for a race relaxes.}}	1	1
{{People sitting on the porch.}}	{{People sitting on acouch.}}	1	1
{{A man sitting in a back yard playing the guitar.}}	{{A man riding on the back of an orange SUV.}}	1	1
{{A lamb stands near two tiny animals.}}	{{A sheep standing near her children.}}	1	1
{{Tan cow with ear tags on a grassy field.}}	{{Many sheep standing on a green hill.}}	1	1
{{A bicycle in front of some ruins.}}	{{A pink bicycle is in front of a building.}}	1	1
{{A field of black faced sheep.}}	{{A black faced sheep.}}	1	1
{{Brown and white ducks walking on green grass.}}	{{A red and white plane flying on a sunny day.}}	1	1
{{A black and white cow standing in a grassy field.}}	{{A blue jay standing in a grassy field.}}	1	1
{{A women sitting in a chair at Christmas holding make up.}}	{{A train sitting on the tracks in a train yard.}}	1	1
{{A young woman dressed in black.}}	{{Two young kids dressed up sitting down on chairs.}}	1	1
{{A plane flying at a distance.}}	{{A woman with a white horse.}}	1	1
{{Red double decker bus on side of street.}}	{{A red double decker bus on a crowded street.}}	1	1
{{A bus drives down a busy road.}}	{{A green bus drives down a road.}}	1	1
{{A young woman with a bracelet is wearing a bikini top and jeans.}}	{{A women wearing a bikini top and jeans.}}	1	1
{{A yellow and blue airplane is flying in the sky.}}	{{The white airplane is flying in the blue sky.}}	1	1
{{Two Indian women with two Indian girls near the water.}}	{{Two Indian woman stand with two Indian girls on a beach.}}	1	1
{{A living room with a dining table in the background.}}	{{A living room with large sofas and a dining table in the background.}}	1	1
{{Two people paddling in a red canoe with trees in the background.}}	{{Two people padding in a yellow canoe down a river with trees in the background.}}	1	1
{{Plane in mid-flight at sunset.}}	{{A plane flying near the sunset.}}	1	1
{{A yellow parrot clings to the side of its cage.}}	{{A yellow and orange bird hold on to the side of a cage.}}	1	1
{{Couple sailing in a small sailboat.}}	{{Two men sailing in a small sailboat.}}	1	1
{{Red double decker bus.}}	{{A red, double-decker bus.}}	1	1
{{A close-up of a sheep with its tongue hanging out.}}	{{Close up image of a sheep with it's tongue hanging out.}}	1	1
{{a small bird sitting on a branch in winter.}}	{{A small bird perched on an icy branch.}}	1	1
{{A brown duck and white duck stand on the grass.}}	{{Brown and white ducks walking on green grass.}}	1	1
{{Cows grazing in a snow covered field.}}	{{Five cows grazing in a snow covered field.}}	1	1
{{Man with blue shirt standing in front of a fountain.}}	{{A man in a blue shirt and tan pants is standing in front of a statue of a man, which is in a cobble stone paved plaza.}}	1	1
